PI name,SMILES-Polymer,Tg(℃),Measurement methods
"poly[4,4'-oxydiphenylene 2,2',3,3'-(p-phenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,263.0,DSC
"poly[4,4'-(m-phenylenedioxy)diphenylene 2,2',3,3'-(p-phenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,214.0,DSC
"poly[4,4'-(m-phenylenedioxy)diphenylene 3,3',4,4'-(p-phenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,199.0,DSC
"poly[1,3-phenylene 3,3',4,4'-(p-phenylenedioxy)diphenylenetetracarboxydiimide]",*c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,255.0,DSC
"poly[1,3-phenylene 2,2',3,3'-(p-phenylenedioxy)diphenylenetetracarboxydiimide]",*c1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,259.0,DSC
"poly[1,3-phenylene 3,3',4,4'-(4,4'-oxydiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,227.0,DSC
"poly[1,3-phenylene 2,2',3,3'-(4,4'-oxydiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,238.0,DSC
"poly[4,4'-oxydiphenylene 2,2',3,3'-(4,4'-oxydiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,239.0,DSC
"poly[4,4'-oxydiphenylene 3,3',4,4'-(4,4'-oxydiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,215.0,DSC
"poly[4,4'-(m-phenylenedioxy)diphenylene 3,3',4,4'-(4,4'-oxydiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,184.0,DSC
"poly[4,4'-(m-phenylenedioxy)diphenylene 2,2',3,3'-(4,4'-oxydiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)*,198.0,DSC
"poly((4,4'-methylenedianiline)-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,304.0,DSC
"poly([4,4'-(1-methylethane-1,1-diyl)dianiline]-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)(C)C,310.0,DSC
"poly{[4,4'-(9H-fluorene-9,9-diyl)dianiline]-alt-(biphenyl-3,3':4,4'-tetracarboxylic dianhydride)}",*c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)*)c2ccccc2-c2c1cccc2,388.0,DSC
"poly{(1,3-phenylenediamine)-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,280.0,DSC
"poly{[4,4'-(9H-fluorene-9,9-diyl)dianiline]-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)Oc2ccc3c(c2)C(=O)N(C3=O)*)c2ccccc2-c2c1cccc2,373.0,DSC
"poly[4,4'-oxydiphenylene 3,3',4,4'-(hexafluoroisopropylidenediphenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,257.0,DSC
"poly[1,4-phenylene 3,3',4,4'-(4,4'-thiodiphenylenedioxy)diphenylenetetracarboxydiimide]",*c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,226.0,DSC
"poly[4,4'-(isophthaloyldiamino)diphenylene pyromellitimide]",*c1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,296.0,DSC
"poly[(3,4'-oxydianiline)-alt-(biphenyl-3,3',4,4'-tetracarboxylic anhydride)]",*c1ccc(cc1)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,251.0,DSC
"poly{benzidine-alt-[5,5'-thiobis(4,1-phenyleneoxy)bis(isobenzofuran-1,3-dione)]}",*c1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,257.0,DSC
"poly{(4,4'-oxydianiline)-alt-[5,5'-(2,7-dimethyloctane-2,7-diyl)bis(isobenzofuran-1,3-dione)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(CCCCC(C)(C)*)(C)C,167.2,DSC
"poly[1,5-bis(oxy-1,4-phenylene)naphthalene 3,3',4,4'-benzophenonetetracarboxydiimide]",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,228.0,DSC
"poly[1,5-bis(oxy-1,4-phenylene)naphthalene 3,3',4,4'-sulfonyldiphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,295.0,DSC
"poly((m-phenylenediamine)-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,263.0,DSC
"poly((4,4'-sulfanediyldianiline)-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)Sc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,265.0,DSC
"poly([4,4'-(1,4-phenylenedioxy)dianiline]-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,285.0,DSC
"poly([4,4'-(biphenyl-4,4'-diyldioxy)dianiline]-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,310.0,DSC
"poly({4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]dianiline}-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,283.0,DSC
"poly({4,4'-[1-methylethane-1,1-diylbis(4,1-phenyleneoxy)]dianiline}-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)(C)C,235.0,DSC
"poly({4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diylbis(4,1-phenyleneoxy)]dianiline}-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,231.0,DSC
"poly({1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)}-alt-{4,4'-[sulfonylbis(4,1-phenyleneoxy)]dianiline})",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,260.0,DSC
"poly([4,4'-(3,4-diphenylthiophene-2,5-diyl)dianiline]-alt-{1,1',3,3'-tetraoxo-2,2'-[naphthalene-1,5-diylbis(oxy-4,1-phenylene)]bis(isoindoline-5-carbonyl chloride)})",*C(=O)Nc1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc2c1cccc2Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,340.0,DSC
"poly((benzene-1,4-diamine)-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,351.0,DSC
"poly{(biphenyl-3,3',4,4'-tetracarboxylic anhydride)-alt-[4,4'-(hexafluoroisopropylidene)dianiline]}",*c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,343.0,DSC
"poly((4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]dianiline}-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,318.5,DSC
"poly((2,5-dimethyl-m-phenylenediamine)-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1cc(C)c(cc1C)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,355.0,DSC
"poly[2,4,6-trimethyl-1,3-phenylene 3,3',4,4'-benzophenonetetracarboxydiimide]",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(c(c1C)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*)C,397.0,DSC
"poly((2,4,6-trimethyl-m-phenylenediamine)-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(c(c1C)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)C,377.0,DSC
" poly((2,3,5,6-tetramethylbenzene-1,4-diamine)-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1c(C)c(C)c(c(c1C)C)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,420.0,DSC
"poly[4,4'-(2,3-naphthylenedioxy)diphenylene pyromellitimide]",*c1ccc(cc1)Oc1cc2ccccc2cc1Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,316.0,DSC
"	Heating rate;20C/min & N2, sample quenched from elevated temp. to RT",*c1ccc(cc1)Oc1cc2ccccc2cc1Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,252.0,DSC
"poly{[4,4'-(naphthalene-2,3-diyldioxy)dianiline]-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1ccc(cc1)Oc1cc2ccccc2cc1Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,226.0,DSC
"poly[4,4'-(2,3-naphthylenedioxy)diphenylene 3,3'4,4'-benzophenonetetracarboxydiimide]",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cc2ccccc2cc1Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,245.0,DSC
"poly[4,4'-(2,3-naphthylenedioxy)diphenylene 3,3',4,4'-sulfonyldiphenylenetetracarboxydiimide]",*c1ccc(cc1)Oc1cc2ccccc2cc1Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,255.0,DSC
"poly([5-(2-{ethyl[4-(4-nitrophenyldiazenyl)phenyl]amino}ethoxy)benzene-1,4-diamine]-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",CCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CCOc1cc(cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)*)N1C(=O)c2c(C1=O)ccc(c2)*,210.0,DSC
"poly{[4,4'-(1-phenyl-2,2,2-trifluoroethane-1,1-diyl)dianiline]-alt-(pyromellitic anhydride)}",*c1ccc(cc1)C(C(F)(F)F)(c1ccccc1)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,432.0,DSC
"poly({3,3'-[carbonylbis(1,3-dioxoisoindoline-5,2-diyl)]dipropanol}-alt-[hexane-1,6-diyl bis(phenyl carbonate)])",*CCCOC(=O)OCCCCCCOC(=O)OCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,70.0,DSC
"poly({3,3'-[carbonylbis(1,3-dioxoisoindoline-5,2-diyl)]dipropanol}-alt-[propane-1,3-diyl bis(phenyl carbonate)])",*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,61.0,DSC
"poly({3,3'-[carbonylbis(1,3-dioxoisoindoline-5,2-diyl)]dipropanol}-alt-[hexane-1,6-diyl bis(phenyl carbonate)])",*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,40.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyloxy-1,4-phenylene(dimethylmethylene)-1,4-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,3-phenyleneoxy-2-cyano-1,3-phenyleneoxy-1,3-phenylene]",N#Cc1c(cccc1Oc1cccc(c1)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,187.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyloxy-1,4-phenylene[bis(trifluoromethyl)methylene]-1,4-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,3-phenyleneoxy-2-cyano-1,3-phenyleneoxy-1,3-phenylene}",N#Cc1c(cccc1Oc1cccc(c1)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,200.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diyloxy-1,4-phenylenecyclohexane-1,1-diyl-1,4-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,3-phenyleneoxy-2-cyano-1,3-phenyleneoxy-1,3-phenylene)",N#Cc1c(cccc1Oc1cccc(c1)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,191.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diyloxy-1,4-phenylene-3-oxo-1,3-dihydroisobenzofuran-1,1-diyl-1,4-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,3-phenyleneoxy-2-cyano-1,3-phenyleneoxy-1,3-phenylene)",N#Cc1c(cccc1Oc1cccc(c1)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,232.0,DSC
"poly{[N,N'-bis(3-aminophenyl)isophthalamide]-alt-(pyromellitic anhydride)}",*c1cccc(c1)NC(=O)c1cccc(c1)C(=O)Nc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,265.0,DSC
"poly{(nonane-1,9-diamine)-alt-[4,4'-oxybis(phthalic anhydride)]}",*CCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,89.0,DSC
"poly{(decane-1,10-diamine)-alt-[4,4'-oxybis(phthalic anhydride)]}",*CCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,83.0,DSC
"poly{(dodecane-1,12-diamine)-alt-[4,4'-oxybis(phthalic anhydride)]}",*CCCCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,70.0,DSC
"poly[(3,3'-sulfonyldianiline)-alt-(pyromellitic anhydride)]",*c1cccc(c1)S(=O)(=O)c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,327.0,DSC
"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(butane-1,4-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}",*CCCCN1C(=O)c2c(C1=O)ccc(c2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,126.0,DSC
"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(pentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}",*CCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,147.0,DSC
"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(hexane-1,6-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}",*CCCCCCN1C(=O)c2c(C1=O)ccc(c2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,133.0,DSC
"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(heptane-1,7-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}",*CCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,117.0,DSC
"poly{(4,4'-diacetoxybiphenyl)-alt-[1,1',3,3'-tetraoxo-2,2'-undecamethylenebis(isoindoline-5-carboxylic acid)]}",*CCCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,97.0,DSC
"poly{(4,4'-diacetoxybiphenyl)-alt-[1,1',3,3'-tetraoxo-2,2'-dodecamethylenebis(isoindoline-5-carboxylic acid)]}",*CCCCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,153.0,DSC
"poly{(4,6-diaminoresorcinol)-alt-[4,4'-oxybis(phthalic anhydride)]}",*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)c1cc(*)c(cc1O)O,263.0,DSC
"poly{(4,6-diaminoresorcinol)-alt-[5,5'-carbonylbis(isobenzofuran-1,3-dione)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1cc(c(cc1O)O)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,324.0,DSC
"poly((4,6-diaminobenzene-1,3-diol)-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1cc(c(cc1O)O)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,324.0,DSC
"poly[(4,6-diaminoresorcinol)-alt-(biphenyl-3,3':4,4'-tetracarboxylic dianhydride)]",*N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)c1cc(*)c(cc1O)O,343.0,DSC
"poly[(4,6-diaminoresorcinol)-alt-(pyromellitic anhydride)]",Oc1cc(O)c(cc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)*,362.0,DSC
"poly{[4,4'-(2,5-di-tert-butyl-1,4-phenylenedioxy)dianiline]-alt-(pyromellitic anhydride)}",*c1ccc(cc1)Oc1cc(c(cc1C(C)(C)C)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C(C)(C)C,298.0,DSC
"poly{[4,4'-(2,5-di-tert-butyl-1,4-phenylenedioxy)dianiline]-alt-(biphenyl-3,3':4,4'-tetracarboxylic dianhydride)}",*c1ccc(cc1)Oc1cc(c(cc1C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,293.0,DSC
"poly{[4,4'-(2,5-di-tert-butyl-1,4-phenylenedioxy)dianiline]-alt-[4,4'-oxybis(phthalic anhydride)]}",*c1ccc(cc1)Oc1cc(c(cc1C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,242.0,DSC
"poly{[4,4'-(2,5-di-tert-butyl-1,4-phenylenedioxy)dianiline]-alt-[5,5'-carbonylbis(isobenzofuran-1,3-dione)]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cc(C(C)(C)C)c(cc1C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,288.0,DSC
"poly{[4,4'-(2,5-di-tert-butyl-1,4-phenylenedioxy)dianiline]-alt-[5,5'-sulfonylbis(isobenzofuran-1,3-dione)]}",*c1ccc(cc1)Oc1cc(c(cc1C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,263.0,DSC
"poly([4,4'(2,5-di-tert-butyl-1,4-phenylenedioxy)dianiline]-alt-{5,5'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diyl]bis(isobenzofuran-1,3-dione)})",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cc(c(cc1C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)C(C)(C)C,277.0,DSC
"poly({4,4'-[1,4-phenylenebis(3-phenylquinoxaline-2,7-diyloxy)]dianiline}-alt-{2,2'-[2,2,2-trifluoro-1-(trifluoromethyl)ethane-1,1-diylbis(4,1-phenylene)]bis(5-chlorocarbonyl-1,3-dioxoisoindoline)})",*c1ccc(cc1)c1nc2cc(ccc2nc1c1ccccc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)Nc1ccc(cc1)Oc1ccc2c(c1)nc(c(n2)c1ccccc1)*,293.0,DSC
